REPORTING_PERIOD,MEASURE_TYPE,MEASURE,MAINSPEF_CODE,MAINSPEF_DESCRIPTION,MEASURE_VALUE
2425,All Attendances by Age and Gender,0 Male,110,Trauma & Orthopaedics,21182
2425,All Attendances by Age and Gender,0 Male,120,"Ear, Nose & Throat (ENT)",12473
2425,All Attendances by Age and Gender,0 Male,130,Ophthalmology,20823
2425,All Attendances by Age and Gender,0 Male,140,Oral Surgery,2615
2425,All Attendances by Age and Gender,0 Male,141,Restorative Dentistry,1
2425,All Attendances by Age and Gender,0 Male,142,Paediatric Dentistry,227
2425,All Attendances by Age and Gender,0 Male,143,Orthodontics,74
2425,All Attendances by Age and Gender,0 Male,145,Oral & Maxillo Facial Surgery,2163
2425,All Attendances by Age and Gender,0 Male,150,Neurosurgery,1759
2425,All Attendances by Age and Gender,0 Male,160,Plastic Surgery,7150
2425,All Attendances by Age and Gender,0 Male,170,Cardiothoracic Surgery,450
2425,All Attendances by Age and Gender,0 Male,171,Paediatric Surgery,15719
2425,All Attendances by Age and Gender,0 Male,180,Accident & Emergency (A&E),2560
2425,All Attendances by Age and Gender,0 Male,190,Anaesthetics,1397
2425,All Attendances by Age and Gender,0 Male,192,Critical Care Medicine,461
2425,All Attendances by Age and Gender,0 Male,300,General Medicine,34448
2425,All Attendances by Age and Gender,0 Male,301,Gastroenterology,434
2425,All Attendances by Age and Gender,0 Male,302,Endocrinology,1092
2425,All Attendances by Age and Gender,0 Male,303,Clinical Haematology,1253
2425,All Attendances by Age and Gender,0 Male,304,Clinical Physiology,322
2425,All Attendances by Age and Gender,0 Male,310,Audiological Medicine,4329
2425,All Attendances by Age and Gender,0 Male,311,Clinical Genetics,1534
2425,All Attendances by Age and Gender,0 Male,313,Clinical Immunology & Allergy,761
2425,All Attendances by Age and Gender,0 Male,314,Rehabilitation,17
2425,All Attendances by Age and Gender,0 Male,315,Palliative Medicine,692
2425,All Attendances by Age and Gender,0 Male,317,,349
2425,All Attendances by Age and Gender,0 Male,320,Cardiology,3404
2425,All Attendances by Age and Gender,0 Male,321,Paediatric Cardiology,10393
2425,All Attendances by Age and Gender,0 Male,326,Acute Internal Medicine,7
2425,All Attendances by Age and Gender,0 Male,330,Dermatology,7457
2425,All Attendances by Age and Gender,0 Male,340,Respiratory Medicine (Thoracic Medicine),2039
2425,All Attendances by Age and Gender,0 Male,350,Infectious Diseases,136
2425,All Attendances by Age and Gender,0 Male,360,Genitourinary Medicine,26
2425,All Attendances by Age and Gender,0 Male,361,Nephrology,671
2425,All Attendances by Age and Gender,0 Male,370,Medical Oncology,170
2425,All Attendances by Age and Gender,0 Male,371,Nuclear Medicine,24
2425,All Attendances by Age and Gender,0 Male,400,Neurology,1483
2425,All Attendances by Age and Gender,0 Male,401,Clinical Neuro-physiology,842
2425,All Attendances by Age and Gender,0 Male,410,Rheumatology,20
2425,All Attendances by Age and Gender,0 Male,420,Paediatrics,231140
2425,All Attendances by Age and Gender,0 Male,421,Paediatric Neurology,1096
2425,All Attendances by Age and Gender,0 Male,430,Geriatric Medicine,7
2425,All Attendances by Age and Gender,0 Male,450,Dental Medicine Specialties,16
2425,All Attendances by Age and Gender,0 Male,451,Special Care Dentistry,3
2425,All Attendances by Age and Gender,0 Male,460,Medical Ophthalmology,27
2425,All Attendances by Age and Gender,0 Male,501,Obstetrics,7920
2425,All Attendances by Age and Gender,0 Male,502,Gynaecology,470
2425,All Attendances by Age and Gender,0 Male,560,Midwife episode,110837
2425,All Attendances by Age and Gender,0 Male,600,General Medical Practice,291
2425,All Attendances by Age and Gender,0 Male,710,Adult Mental Illness,560
2425,All Attendances by Age and Gender,0 Male,711,Child & Adolescent Psychiatry,345
2425,All Attendances by Age and Gender,0 Male,713,Psychotherapy,82
2425,All Attendances by Age and Gender,0 Male,800,Clinical Oncology (previously Radiotherapy),968
2425,All Attendances by Age and Gender,0 Male,810,Radiology,22738
2425,All Attendances by Age and Gender,0 Male,822,Chemical Pathology,12
2425,All Attendances by Age and Gender,0 Male,823,Haematology,358
2425,All Attendances by Age and Gender,0 Male,900,Community Medicine,620
2425,All Attendances by Age and Gender,0 Male,901,Occupational Medicine,17
2425,All Attendances by Age and Gender,0 Male,902,Community Health Services Dental,10
2425,All Attendances by Age and Gender,0 Male,903,Public Health Medicine,5
2425,All Attendances by Age and Gender,0 Male,950,Nursing episode,37588
2425,All Attendances by Age and Gender,0 Male,960,Allied Health Professional Episode,69119
2425,All Attendances by Age and Gender,10-14 All Genders,100,General Surgery,15927
2425,All Attendances by Age and Gender,10-14 All Genders,101,Urology,17975
2425,All Attendances by Age and Gender,10-14 All Genders,107,Vascular Surgery,140
2425,All Attendances by Age and Gender,10-14 All Genders,110,Trauma and Orthopaedics,401184
2425,All Attendances by Age and Gender,10-14 All Genders,120,Ear Nose and Throat,121044
2425,All Attendances by Age and Gender,10-14 All Genders,130,Ophthalmology,135556
2425,All Attendances by Age and Gender,10-14 All Genders,140,Oral Surgery,24284
2425,All Attendances by Age and Gender,10-14 All Genders,141,Restorative Dentistry,2087
2425,All Attendances by Age and Gender,10-14 All Genders,142,Paediatric Dentistry,37012
2425,All Attendances by Age and Gender,10-14 All Genders,143,Orthodontics,143949
2425,All Attendances by Age and Gender,10-14 All Genders,145,Oral and Maxillofacial Surgery,18309
2425,All Attendances by Age and Gender,10-14 All Genders,146,Endodontics,24
2425,All Attendances by Age and Gender,10-14 All Genders,147,Periodontics,16
2425,All Attendances by Age and Gender,10-14 All Genders,148,Prosthodontics,35
2425,All Attendances by Age and Gender,10-14 All Genders,150,Neurosurgery,7476
2425,All Attendances by Age and Gender,10-14 All Genders,160,Plastic Surgery,47372
2425,All Attendances by Age and Gender,10-14 All Genders,170,Cardiothoracic Surgery,998
2425,All Attendances by Age and Gender,10-14 All Genders,171,Paediatric Surgery,33409
2425,All Attendances by Age and Gender,10-14 All Genders,180,Emergency Medicine,14595
2425,All Attendances by Age and Gender,10-14 All Genders,190,Anaesthetics,11015
2425,All Attendances by Age and Gender,10-14 All Genders,192,Intensive Care Medicine,3264
2425,All Attendances by Age and Gender,10-14 All Genders,300,General Internal Medicine,37048
2425,All Attendances by Age and Gender,10-14 All Genders,301,Gastroenterology,12433
2425,All Attendances by Age and Gender,10-14 All Genders,302,Endocrinology and Diabetes,14183
2425,All Attendances by Age and Gender,10-14 All Genders,303,Clinical Haematology,15164
2425,All Attendances by Age and Gender,10-14 All Genders,304,Clinical Physiology,2229
2425,All Attendances by Age and Gender,10-14 All Genders,305,Clinical Pharmacology,32
2425,All Attendances by Age and Gender,10-14 All Genders,310,Audio Vestibular Medicine,20305
2425,All Attendances by Age and Gender,10-14 All Genders,311,Clinical Genetics,7185
2425,All Attendances by Age and Gender,10-14 All Genders,313,Clinical Immunology,3419
2425,All Attendances by Age and Gender,10-14 All Genders,314,Rehabilitation Medicine,6799
2425,All Attendances by Age and Gender,10-14 All Genders,315,Palliative Medicine,3008
2425,All Attendances by Age and Gender,10-14 All Genders,317,Allergy,2185
2425,All Attendances by Age and Gender,10-14 All Genders,320,Cardiology,16795
2425,All Attendances by Age and Gender,10-14 All Genders,321,Paediatric Cardiology,36123
2425,All Attendances by Age and Gender,10-14 All Genders,325,Sport and Exercise Medicine,346
2425,All Attendances by Age and Gender,10-14 All Genders,326,Acute Internal Medicine,166
2425,All Attendances by Age and Gender,10-14 All Genders,330,Dermatology,85357
2425,All Attendances by Age and Gender,10-14 All Genders,340,Respiratory Medicine,10496
2425,All Attendances by Age and Gender,10-14 All Genders,350,Infectious Diseases,549
2425,All Attendances by Age and Gender,10-14 All Genders,360,Genitourinary Medicine,641
2425,All Attendances by Age and Gender,10-14 All Genders,361,Renal Medicine,6553
2425,All Attendances by Age and Gender,10-14 All Genders,370,Medical Oncology,4484
2425,All Attendances by Age and Gender,10-14 All Genders,371,Nuclear Medicine,113
2425,All Attendances by Age and Gender,10-14 All Genders,400,Neurology,6954
2425,All Attendances by Age and Gender,10-14 All Genders,401,Clinical Neurophysiology,5332
2425,All Attendances by Age and Gender,10-14 All Genders,410,Rheumatology,9658
2425,All Attendances by Age and Gender,10-14 All Genders,420,Paediatrics,745441
2425,All Attendances by Age and Gender,10-14 All Genders,421,Paediatric Neurology,14772
2425,All Attendances by Age and Gender,10-14 All Genders,430,Geriatric Medicine,25
2425,All Attendances by Age and Gender,10-14 All Genders,450,Dental Medicine,11732
2425,All Attendances by Age and Gender,10-14 All Genders,451,Special Care Dentistry,1480
2425,All Attendances by Age and Gender,10-14 All Genders,460,Medical Ophthalmology,371
2425,All Attendances by Age and Gender,10-14 All Genders,501,Obstetrics,1868
2425,All Attendances by Age and Gender,10-14 All Genders,502,Gynaecology,5828
2425,All Attendances by Age and Gender,10-14 All Genders,560,Midwifery,710
2425,All Attendances by Age and Gender,10-14 All Genders,600,General Medical Practice,1261
2425,All Attendances by Age and Gender,10-14 All Genders,601,General Dental Practice,1322
2425,All Attendances by Age and Gender,10-14 All Genders,700,Learning Disability,4557
2425,All Attendances by Age and Gender,10-14 All Genders,710,Adult Mental Illness,31097
2425,All Attendances by Age and Gender,10-14 All Genders,711,Child and Adolescent Psychiatry,156339
2425,All Attendances by Age and Gender,10-14 All Genders,712,Forensic Psychiatry,187
2425,All Attendances by Age and Gender,10-14 All Genders,713,Medical Psychotherapy,4009
2425,All Attendances by Age and Gender,10-14 All Genders,715,Old Age Psychiatry,80
2425,All Attendances by Age and Gender,10-14 All Genders,800,Clinical Oncology,1685
2425,All Attendances by Age and Gender,10-14 All Genders,810,Radiology,109989
2425,All Attendances by Age and Gender,10-14 All Genders,820,General Pathology,4
2425,All Attendances by Age and Gender,10-14 All Genders,822,Chemical Pathology,157
2425,All Attendances by Age and Gender,10-14 All Genders,823,Haematology,3240
2425,All Attendances by Age and Gender,10-14 All Genders,824,Histopathology,1
2425,All Attendances by Age and Gender,10-14 All Genders,830,Immunopathology,1
2425,All Attendances by Age and Gender,10-14 All Genders,831,Medical Microbiology and Virology,1
2425,All Attendances by Age and Gender,10-14 All Genders,834,Medical Virology,25
2425,All Attendances by Age and Gender,10-14 All Genders,900,Community Medicine,11931
2425,All Attendances by Age and Gender,10-14 All Genders,901,Occupational Medicine,2013
2425,All Attendances by Age and Gender,10-14 All Genders,902,Community Health Services Dental,228
2425,All Attendances by Age and Gender,10-14 All Genders,903,Public Health Medicine,93
2425,All Attendances by Age and Gender,10-14 All Genders,950,Nursing,152317
2425,All Attendances by Age and Gender,10-14 All Genders,960,Allied Health Professional,465499
2425,All Attendances by Age and Gender,10-14 All Genders,990,Joint Consultant Clinics (Retired 1 April 2004),2
2425,All Attendances by Age and Gender,10-14 Female,100,General Surgery,7016
2425,All Attendances by Age and Gender,10-14 Female,101,Urology,4058
2425,All Attendances by Age and Gender,10-14 Female,107,Vascular Surgery,66
2425,All Attendances by Age and Gender,10-14 Female,110,Trauma and Orthopaedics,156223
2425,All Attendances by Age and Gender,10-14 Female,120,Ear Nose and Throat,55304
2425,All Attendances by Age and Gender,10-14 Female,130,Ophthalmology,67574
2425,All Attendances by Age and Gender,10-14 Female,140,Oral Surgery,13333
2425,All Attendances by Age and Gender,10-14 Female,141,Restorative Dentistry,1028
2425,All Attendances by Age and Gender,10-14 Female,142,Paediatric Dentistry,16680
2425,All Attendances by Age and Gender,10-14 Female,143,Orthodontics,80167
2425,All Attendances by Age and Gender,10-14 Female,145,Oral and Maxillofacial Surgery,9760
2425,All Attendances by Age and Gender,10-14 Female,146,Endodontics,3
2425,All Attendances by Age and Gender,10-14 Female,147,Periodontics,8
2425,All Attendances by Age and Gender,10-14 Female,148,Prosthodontics,26
2425,All Attendances by Age and Gender,10-14 Female,150,Neurosurgery,3720
2425,All Attendances by Age and Gender,10-14 Female,160,Plastic Surgery,19838
2425,All Attendances by Age and Gender,10-14 Female,170,Cardiothoracic Surgery,352
2425,All Attendances by Age and Gender,10-14 Female,171,Paediatric Surgery,11523
2425,All Attendances by Age and Gender,10-14 Female,180,Emergency Medicine,6447
2425,All Attendances by Age and Gender,10-14 Female,190,Anaesthetics,5053
2425,All Attendances by Age and Gender,10-14 Female,192,Intensive Care Medicine,1431
2425,All Attendances by Age and Gender,10-14 Female,300,General Internal Medicine,17423
2425,All Attendances by Age and Gender,10-14 Female,301,Gastroenterology,5522
2425,All Attendances by Age and Gender,10-14 Female,302,Endocrinology and Diabetes,6823
2425,All Attendances by Age and Gender,10-14 Female,303,Clinical Haematology,6503
2425,All Attendances by Age and Gender,10-14 Female,304,Clinical Physiology,1134
2425,All Attendances by Age and Gender,10-14 Female,305,Clinical Pharmacology,9
2425,All Attendances by Age and Gender,10-14 Female,310,Audio Vestibular Medicine,9633
2425,All Attendances by Age and Gender,10-14 Female,311,Clinical Genetics,2855
2425,All Attendances by Age and Gender,10-14 Female,313,Clinical Immunology,1474
2425,All Attendances by Age and Gender,10-14 Female,314,Rehabilitation Medicine,2716
2425,All Attendances by Age and Gender,10-14 Female,315,Palliative Medicine,1442
2425,All Attendances by Age and Gender,10-14 Female,317,Allergy,972
